Time(s),Length(m),Activation,Force(N)
 1.028,  0.232,1.000,  53.461
 1.029,  0.232,1.000,  53.391
 1.030,  0.231,1.000,  53.321
 1.032,  0.231,1.000,  53.251
 1.033,  0.231,1.000,  53.180
 1.035,  0.231,1.000,  53.109
 1.036,  0.231,1.000,  53.038
 1.037,  0.231,1.000,  52.966
 1.039,  0.231,1.000,  52.895
 1.040,  0.231,1.000,  52.823
 1.042,  0.231,1.000,  52.750
 1.043,  0.231,1.000,  52.678
 1.044,  0.231,1.000,  52.605
 1.046,  0.231,1.000,  52.532
 1.047,  0.230,1.000,  52.459
 1.049,  0.230,1.000,  52.385
 1.050,  0.230,1.000,  52.312
 1.051,  0.230,1.000,  52.238
 1.053,  0.230,1.000,  52.164
 1.054,  0.230,1.000,  52.089
 1.056,  0.230,1.000,  52.015
 1.057,  0.230,1.000,  51.940
 1.058,  0.230,1.000,  51.865
 1.060,  0.230,1.000,  51.789
 1.061,  0.230,1.000,  51.714
 1.063,  0.230,1.000,  51.638
 1.064,  0.229,1.000,  51.562
 1.065,  0.229,1.000,  51.485
 1.067,  0.229,1.000,  51.725
 1.068,  0.229,1.000,  54.515
 1.070,  0.229,1.000,  57.058
 1.071,  0.229,1.000,  59.371
 1.072,  0.229,1.000,  61.472
 1.074,  0.229,1.000,  63.379
 1.075,  0.229,1.000,  65.107
 1.077,  0.229,1.000,  66.672
 1.078,  0.229,1.000,  68.089
 1.079,  0.229,1.000,  69.370
 1.081,  0.229,1.000,  70.529
 1.082,  0.229,1.000,  71.575
 1.084,  0.229,1.000,  72.520
 1.085,  0.229,1.000,  73.373
 1.086,  0.229,1.000,  74.143
 1.088,  0.229,1.000,  74.837
 1.089,  0.229,1.000,  75.464
 1.091,  0.229,1.000,  76.028
 1.092,  0.229,1.000,  76.538
 1.093,  0.229,1.000,  76.997
 1.095,  0.229,1.000,  77.410
 1.096,  0.229,1.000,  77.783
 1.098,  0.229,1.000,  78.119
 1.099,  0.229,1.000,  78.421
 1.100,  0.229,1.000,  78.693
 1.102,  0.229,1.000,  78.939
 1.103,  0.229,1.000,  79.160
 1.105,  0.229,1.000,  79.359
 1.106,  0.229,1.000,  79.538
 1.107,  0.229,1.000,  79.699
 1.109,  0.229,1.000,  79.845
 1.110,  0.229,1.000,  79.975
 1.112,  0.229,1.000,  80.093
 1.113,  0.229,1.000,  80.199
 1.114,  0.229,1.000,  80.294
 1.116,  0.229,1.000,  80.380
 1.117,  0.229,1.000,  80.458
 1.119,  0.229,1.000,  80.527
 1.120,  0.229,1.000,  80.590
 1.121,  0.229,1.000,  80.646
 1.123,  0.229,1.000,  80.697
 1.124,  0.229,1.000,  80.743
 1.126,  0.229,1.000,  80.784
 1.127,  0.229,1.000,  80.821
 1.128,  0.229,1.000,  80.854
 1.130,  0.229,1.000,  80.884
 1.131,  0.229,1.000,  80.911
 1.133,  0.229,1.000,  80.935
 1.134,  0.229,1.000,  80.957
 1.135,  0.229,1.000,  80.977
 1.137,  0.229,1.000,  80.994
 1.138,  0.229,1.000,  81.010
 1.140,  0.229,1.000,  81.025
 1.141,  0.229,1.000,  81.037
 1.142,  0.229,1.000,  81.049
 1.144,  0.229,1.000,  81.060
 1.145,  0.229,1.000,  81.069
 1.147,  0.229,1.000,  81.077
 1.148,  0.229,1.000,  81.085
 1.149,  0.229,1.000,  81.092
 1.151,  0.229,1.000,  81.098
 1.152,  0.229,1.000,  81.104
 1.154,  0.229,1.000,  81.109
 1.155,  0.229,1.000,  81.113
 1.156,  0.229,1.000,  81.117
 1.158,  0.229,1.000,  81.121
 1.159,  0.229,1.000,  81.124
 1.161,  0.229,1.000,  81.127
 1.162,  0.229,1.000,  81.130
 1.163,  0.229,1.000,  81.132
 1.165,  0.229,1.000,  81.134
 1.166,  0.229,1.000,  81.136
 1.168,  0.229,1.000,  81.138
 1.169,  0.229,1.000,  81.139
 1.170,  0.229,1.000,  81.141
 1.172,  0.229,1.000,  81.142
 1.173,  0.229,1.000,  81.143
 1.175,  0.229,1.000,  81.144
 1.176,  0.229,1.000,  81.145
 1.177,  0.229,1.000,  81.146
 1.179,  0.229,1.000,  81.147
 1.180,  0.229,1.000,  81.147
 1.182,  0.229,1.000,  81.148
 1.183,  0.229,1.000,  81.149
 1.184,  0.229,1.000,  81.149
 1.186,  0.229,1.000,  81.149
 1.187,  0.229,1.000,  81.150
 1.189,  0.229,1.000,  81.150
 1.190,  0.229,1.000,  81.151
 1.191,  0.229,1.000,  81.151
 1.193,  0.229,1.000,  81.151
 1.194,  0.229,1.000,  81.151
 1.196,  0.229,1.000,  81.152
 1.197,  0.229,1.000,  81.152
 1.198,  0.229,1.000,  81.152
 1.200,  0.229,1.000,  81.152
 1.201,  0.229,1.000,  81.152
 1.203,  0.229,1.000,  81.152
 1.204,  0.229,1.000,  81.152
 1.205,  0.229,1.000,  81.153
 1.207,  0.229,1.000,  81.153
 1.208,  0.229,1.000,  81.153
 1.210,  0.229,1.000,  81.153
 1.211,  0.229,1.000,  81.153
 1.212,  0.229,1.000,  81.153
 1.214,  0.229,1.000,  81.153
 1.215,  0.229,1.000,  81.153
 1.217,  0.229,1.000,  81.153
 1.218,  0.229,1.000,  81.153
 1.219,  0.229,1.000,  81.153
 1.221,  0.229,1.000,  81.153
 1.222,  0.229,1.000,  81.153
 1.224,  0.229,1.000,  81.153
 1.225,  0.229,1.000,  81.153
 1.226,  0.229,1.000,  81.153
 1.228,  0.229,1.000,  81.153
 1.229,  0.229,1.000,  81.153
 1.231,  0.229,1.000,  81.153
 1.232,  0.229,1.000,  81.153
 1.233,  0.229,1.000,  81.153
 1.235,  0.229,1.000,  81.153
 1.236,  0.229,1.000,  81.153
 1.238,  0.229,1.000,  81.153
 1.239,  0.229,1.000,  81.153
 1.240,  0.229,1.000,  81.153
 1.242,  0.229,1.000,  81.153
 1.243,  0.229,1.000,  81.153
 1.245,  0.229,1.000,  81.153
 1.246,  0.229,1.000,  81.153
 1.247,  0.229,1.000,  81.153
 1.249,  0.229,1.000,  81.153
 1.250,  0.229,1.000,  81.153
 1.252,  0.229,1.000,  81.153
 1.253,  0.229,1.000,  81.153
 1.254,  0.229,1.000,  81.153
 1.256,  0.229,1.000,  81.153
 1.257,  0.229,1.000,  81.153
 1.259,  0.229,1.000,  81.153
 1.260,  0.229,1.000,  81.153
 1.261,  0.229,1.000,  81.153
 1.263,  0.229,1.000,  81.153
 1.264,  0.229,1.000,  81.153
 1.266,  0.229,1.000,  81.153
 1.267,  0.229,1.000,  81.153
 1.268,  0.229,1.000,  81.153
 1.270,  0.229,1.000,  81.153
 1.271,  0.229,1.000,  81.153
 1.273,  0.229,1.000,  81.153
 1.274,  0.229,1.000,  81.153
 1.275,  0.229,1.000,  81.153
 1.277,  0.229,1.000,  81.153
 1.278,  0.229,1.000,  81.153
 1.280,  0.229,1.000,  81.153
 1.281,  0.229,1.000,  81.153
 1.282,  0.229,1.000,  81.153
 1.284,  0.229,1.000,  81.153
 1.285,  0.229,1.000,  81.153
 1.287,  0.229,1.000,  81.153
 1.288,  0.229,1.000,  81.153
 1.289,  0.229,1.000,  81.153
 1.291,  0.229,1.000,  81.153
 1.292,  0.229,1.000,  81.153
 1.294,  0.229,1.000,  81.153
 1.295,  0.229,1.000,  81.153
 1.296,  0.229,1.000,  81.153
 1.298,  0.229,1.000,  81.153
 1.299,  0.229,1.000,  81.153
 1.301,  0.229,1.000,  81.153
 1.302,  0.229,1.000,  81.153
 1.303,  0.229,1.000,  81.153
 1.305,  0.229,1.000,  81.153
 1.306,  0.229,1.000,  81.153
 1.308,  0.229,1.000,  81.153
 1.309,  0.229,1.000,  81.153
 1.310,  0.229,1.000,  81.153
 1.312,  0.229,1.000,  81.153
 1.313,  0.229,1.000,  81.153
 1.315,  0.229,1.000,  81.153
 1.316,  0.229,1.000,  81.153
 1.317,  0.229,1.000,  81.153
 1.319,  0.229,1.000,  81.153
 1.320,  0.229,1.000,  81.153
 1.322,  0.229,1.000,  81.153
 1.323,  0.229,1.000,  81.153
 1.324,  0.229,1.000,  81.153
 1.326,  0.229,1.000,  81.153
 1.327,  0.229,1.000,  81.153
 1.329,  0.229,1.000,  81.153
 1.330,  0.229,1.000,  81.153
 1.331,  0.229,1.000,  81.153
 1.333,  0.229,1.000,  81.153
 1.334,  0.229,1.000,  81.153
 1.336,  0.229,1.000,  81.153
 1.337,  0.229,1.000,  81.153
 1.338,  0.229,1.000,  81.153
 1.340,  0.229,1.000,  81.153
 1.341,  0.229,1.000,  81.153
 1.343,  0.229,1.000,  81.153
 1.344,  0.229,1.000,  81.153
 1.345,  0.229,1.000,  81.153
 1.347,  0.229,1.000,  81.153
 1.348,  0.229,1.000,  81.153
 1.350,  0.229,1.000,  81.153
 1.351,  0.229,1.000,  81.153
 1.352,  0.229,1.000,  81.153
 1.354,  0.229,1.000,  81.153
 1.355,  0.229,1.000,  81.153
 1.357,  0.229,1.000,  81.153
 1.358,  0.229,1.000,  81.153
 1.359,  0.229,1.000,  81.153
 1.361,  0.229,1.000,  81.153
 1.362,  0.229,1.000,  81.153
 1.364,  0.229,1.000,  81.153
 1.365,  0.229,1.000,  81.153
 1.366,  0.229,1.000,  81.153
 1.368,  0.229,1.000,  81.153
 1.369,  0.229,1.000,  81.153
 1.371,  0.229,1.000,  81.153
 1.372,  0.229,1.000,  81.153
 1.373,  0.229,1.000,  81.153
 1.375,  0.229,1.000,  81.153
 1.376,  0.229,1.000,  81.153
 1.378,  0.229,1.000,  81.153
 1.379,  0.229,1.000,  81.153
 1.380,  0.229,1.000,  81.153
 1.382,  0.229,1.000,  81.153
 1.383,  0.229,1.000,  81.153
 1.385,  0.229,1.000,  81.153
 1.386,  0.229,1.000,  81.153
 1.387,  0.229,1.000,  81.153
 1.389,  0.229,1.000,  81.153
 1.390,  0.229,1.000,  81.153
 1.392,  0.229,1.000,  81.153
 1.393,  0.229,1.000,  81.153
 1.394,  0.229,1.000,  81.153
 1.396,  0.229,1.000,  81.153
 1.397,  0.229,1.000,  81.153
 1.399,  0.229,1.000,  81.153
 1.400,  0.229,1.000,  81.153
